id,created_at,author,likes,followers_count,place,search_term,text
1225932240292663296,2020-02-07 23:59:57,715170505,7,891,,DemDebate,#DemDebate on a Friday night of this particular week is totally fine. https://t.co/SqXWTnGIUq
1225932234143735808,2020-02-07 23:59:55,480811325,232,2005,Saint Anselm College,DemDebate,"New Hampshire is fired up and ready for @JoeBiden to hit the #DemDebate stage! 

@JoeForNH | #NHPolitics #FITN https://t.co/OOjp3t2BMG"
1225932228946952198,2020-02-07 23:59:54,1112170096900792320,86,4705,,DemDebate,"Hey #YangGang the #DemDebate is starting soon so it’s time to trend #InvestInYang on Twitter! 

The 3 ways to #InvestInYang
• #CallForYang @ https://t.co/gudOUGFHuV 
• #DonateToYang @ https://t.co/kbKL6fSwXU
• #KnockForYang @ https://t.co/6tSz88u6Iu"
1225931988357525504,2020-02-07 23:58:57,772091185515077632,30,19,,DemDebate,wish you were on the #DemDebate stage @TulsiGabbard. You are one of the rare #Democrats2020 leaders who can play a positive role in this day/age of extreme partisan divide. Your politics is issue based. https://t.co/xxso7B7BHu
1225931898159017985,2020-02-07 23:58:35,15788771,30,12217,,DemDebate,"I really hope #PetesBillionaires is still trending in top 3, in an hour when the #DemDebate starts. 🤣

Pete should explain how he's not affected by donor money, and all these people are just giving out of the kindness of their hearts. 🤣"
1225931852386590720,2020-02-07 23:58:24,23233038,30,4527,,DemDebate,"I know I’m in N.H. because my ears are frozen🥶from the live shots outside...
#DemDebate #fitn"
1225931523830042626,2020-02-07 23:57:06,2814105746,19,643,,DemDebate,"#DemDebate #cnndebate 

Where is @TulsiGabbard  #LetTulsiSpeak 

#NH #NHprimary #StandWithTulsi  #TulsiGabbard  #Tulsi2020 #NewHampshirePrimary #NoWarWithVenezuela #NoWarwithIran

The Visual Library of Social Justice: [TO BE UPDATED]

https://t.co/xedZxU3LG5 https://t.co/8T3FioCABo"
1225931223605882880,2020-02-07 23:55:55,55119016,17,6447,,DemDebate,"Do people outside of political and journalism bubbles know about this #DemDebate? 

This has been everyone's response when I've mentioned that I'm working tonight: https://t.co/3hvVkXaDgo"
1225931211979227136,2020-02-07 23:55:52,731649894805463040,331,54749,,DemDebate,"Does anyone know if the DNC gave Mike Bloomberg a box to stand on for the #DemDebate?

#democraticdebate #DemDebates https://t.co/y36PiIeE9n"
1225931142303567872,2020-02-07 23:55:35,786593181919961089,5,2485,,DemDebate,"@PeteButtigieg @PeteForAmerica #DemDebate What's ur plan 2 win #OurWarOnCancer? 600,000 Americans DIE/yr from #cancer. We spend 738 BIL/yr 4 Defense Dept &amp; ONLY 6.4 BIL 4 #cancerresearch.That's no way to win a war!We must fund the research needed 2 save lives.
@joebiden @BernieSanders @PeteButtigieg @ewarren https://t.co/4bVTRCdFi5"
1225931110875648000,2020-02-07 23:55:28,58363352,7,2051,,DemDebate,"Biggest things I’m watching for in the #FITN #DemDebate tonight... Can Buttigieg handle being a true frontrunner?  Biden, Klobuchar likely both to be on attack of him to try and peel voters off. And, will Warren actually try and save her campaign by going hard after Bernie?"
1225931001597063169,2020-02-07 23:55:02,4764953297,6,11609,,DemDebate,"Now @cnn is reporting Trump is going to go after Sondland. We either fight this retaliation of Witness's here and now or we will lose our Democracy forever.

#DemDebate better run with THIS tonight!! Dangerous territory right here anD now!"
1225930999084744704,2020-02-07 23:55:01,1151557852143718400,19,498,,DemDebate,"@scottsantens @Humanity_FWD @WillLexHam @khoantum @Levenade @kathrynacullen @WomenforYang @YangGangWisdom @ZarMarquez @_ideasforyang @KWatlor Just the end: ""We choose to let poverty exist. We can choose to end it. The Freedom Dividend is not free money. It's economic freedom."" #YangGang #DemDebate #YangTrumpsTrump"
1225930936010690560,2020-02-07 23:54:46,127941629,455,196088,,DemDebate,"On their way to the #NewHampshirePrimary   #2020Democrats ready for the #DemDebate !!
#JoeBiden2020 #PeteTheCheat #ElizabethWarren #BernieSanders!  Should be as exciting as watching paint dry!

Your cartoon HQ at https://t.co/iJZ6kZU7nt https://t.co/MfOdecBHjB"
1225930877840109569,2020-02-07 23:54:32,1170107109691858945,6,191,,DemDebate,"It’s almost time for the eighth #DemDebate! Join us in 5 minutes to discuss the policies that could really impact access to high-quality affordable #childcare. Use the hashtag #WeCareDebate and join us! 

#NH #NHPolitics #PaidLeave #ECE #EarlyEd https://t.co/LAe1Y5s0Ok"
1225930868947947520,2020-02-07 23:54:30,1067293117,8,12378,,DemDebate,"Before tonight's #DemDebate, watch @MikeBloomberg say that #BernieWouldHaveWon
https://t.co/gSBtRt4EDI"
1225930777000587264,2020-02-07 23:54:08,293311838,17,3297,,DemDebate,"this is the first #DemDebate that I'm not watching with @sbaron18. But don't worry, we will be texting each other how much we love @ewarren and can't wait for her to be president."
1225930707081551872,2020-02-07 23:53:51,966786162907066368,49,11319,,DemDebate,"What is missing from this latest #DemDebate?

@TulsiGabbard's strong anti-war position, and her ability to challenge other candidates on the tough issues.

What we don't need at this latest #democraticdebate . . . 

Billionaire @TomSteyer https://t.co/5FI5VfU4Ll"
1225930676987400192,2020-02-07 23:53:44,1223629167440297985,5,45,,DemDebate,"#PetesBillionaires are one of the many reasons to NOT vote for @PeteButtigieg

He's a sell out and can't be trusted. Never trust a person who has 40 billionaire friends.

#NeverPete #DemDebate"
1225930569374216192,2020-02-07 23:53:19,1189715287446302722,8,152,,DemDebate,"You know who needs a #Fallback

Bernie supporters!!  Take a step back.  Be nicer! Not everyone wants him.

Oh and yang fans that think I should die.
#TheBeat #beatniks #Msnbc #DemDebate"
1225930564412301315,2020-02-07 23:53:17,2973499941,178,19889,"Aventura, FL",DemDebate,"These elitist shills won’t bite the hands that feed them.  
#CorporateShills #DemDebate https://t.co/1oKgfdwWeE"
1225930526898507776,2020-02-07 23:53:08,971841850695979010,64,34651,,DemDebate,"After a long week of the Iowa caucus, SOTU, impeachment acquittal and now the upcoming #DemDebate 

Here's a video of college students reacting to Bloomberg's latest campaign ad to give your brain a rest:) https://t.co/B7TpId5T9J"
1225930501468434432,2020-02-07 23:53:02,248980407,6,2456,,DemDebate,Getting a little light reading on the national student strike and the fight for a humane working day in before @BernieSanders crushes at the #DemDebate tonight https://t.co/ZQYe0daN32
1225930480295534592,2020-02-07 23:52:57,19937967,6,1821,Saint Anselm College,DemDebate,"Live Free, Dream Big, Debate Hard! I’m looking forward to watching @ewarren make her closing argument to the voters of New Hampshire! #DemDebate #FITN #LFG #Warren2020 https://t.co/hzTl938RkY"
1225930450868174848,2020-02-07 23:52:50,829435036092944384,17,10561,,DemDebate,"@ninaturner, when asked about Iowa on stage, @BernieSanders needs to tell the moderators, ""Unfortunately, MSM can't count.""
#BernieWonIA
#IowaCaucusResults
#IowaCaucusesDisaster
#DemDebate"
1225930434413883397,2020-02-07 23:52:46,1629693757,7,1148,,DemDebate,Tuning in and excited for the #DemDebate?  #YangGang #InvestinYang #Yang2020 https://t.co/lqKyPNEcJP
1225930300498366464,2020-02-07 23:52:14,739903854532263936,8,1978,,DemDebate,"@BernieSanders should hire me on his comms team, not inspite of my mouth by bc of it. You guys need some more people to undertake this assault from MSM &amp; #PetesBillionaires. 

Pass it on. Thanks, @davidsirota 😉 #Bernie2020 #DemDebate #BernieWillWin #BernieWonIowa"
1225930252091887616,2020-02-07 23:52:03,786593181919961089,5,2485,,DemDebate,"@BernieSanders @CynthiaNixon #DemDebate What's ur plan 2 win #OurWarOnCancer? 600,000 Americans DIE/yr from #cancer. We spend 738 BIL/yr 4 Defense Dept &amp; ONLY 6.4 BIL 4 #cancerresearch.That's no way to win a war!We must fund the research needed 2 save lives.
@joebiden @BernieSanders @PeteButtigieg @ewarren https://t.co/kMFHmaHVBL"
1225930152426823686,2020-02-07 23:51:39,772529887,50,16448,,DemDebate,"How come there are no American flags 🇺🇸 on stage? 🤔 #DemDebate 

Please correct me if I’m wrong

I don’t see any behind @DavidMuir on your broadcast https://t.co/HaKMX85YbI"
1225930025280647168,2020-02-07 23:51:09,16815644,16,846128,,DemDebate,"7 candidates.

1 stage.

Tonight, Democratic presidential candidates face off in Manchester, New Hampshire. Complete coverage and analysis begins at 7 p.m. ET on @ABCNewsLive. https://t.co/3v0lIH7t3R #DemDebate https://t.co/jpX3y2TKka"
1225930015491096577,2020-02-07 23:51:07,1068187760853422080,22,16034,,DemDebate,@banditelli What's cookin' #DemDebate https://t.co/cRtEyhVDre
1225929928388075522,2020-02-07 23:50:46,17893690,8,8248,,DemDebate,"How it's going to go:

If Bernie wins #NHprimary closely: 
New Hampshire is too white

If Bernie wins NH in another landslide: 
New Hampshire is just TOO TOO WHITE

If Buttigieg wins NH: 
OMG, New Hampshire has shaped the race. We have a new force in politics! 

#DemDebate"
1225929894468546561,2020-02-07 23:50:38,1198580423778914306,153,1629,,DemDebate,BREAKING family in new hampshire finds mayor pete buttigieg getting ready in their shower hours before the #DemDebate https://t.co/GeVwJQXt4w
1225929644257341441,2020-02-07 23:49:38,232092716,5,786,,DemDebate,@ABCWorldNews @ABC @ABCNetwork Looking forward to hearing about #PetesBillionaires at the #DemDebate
1225929455186653184,2020-02-07 23:48:53,16548855,16,62773,,DemDebate,I haven't watched any of the debates so far. I will be watching the #DemDebate tonight. It may determine the future of our Democracy.
1225929359950831617,2020-02-07 23:48:30,1218505075611652096,30,340,,DemDebate,"Bernie and Yang walking into tonight's debate like 😂😂:

#demdebate #NotMeUs #YangGang @BernieSanders @AndrewYang https://t.co/VezLPTHP6C"
1225929224529248259,2020-02-07 23:47:58,8667942,39,22770,,DemDebate,"Regardless of who you support, please attention to Andrew Yang tonight. #DemDebate #DemDebates #democraticdebate"
1225929216694374401,2020-02-07 23:47:56,150381292,166,5116,,DemDebate,Seen on the spin room floor Rahm Emanuel and Chris Christie #demdebate #nhpolitics https://t.co/sPwte5nG35
1225929143503773696,2020-02-07 23:47:39,1219300563906592769,10,345,,DemDebate,"This is the first time I've ever donated! I love @AndrewYang!! If this is your first time donating to a presidential campaign, donate $5 with me! #MONEYBOMB #demdebate #cnntownhall #YangGang #Yang2020 #YangGangLove #AndrewYang2020 #NewHampshireForYang"
1225929091968360449,2020-02-07 23:47:26,786593181919961089,5,2485,,DemDebate,"@CNN #DemDebate What's ur plan 2 win #OurWarOnCancer? 600,000 Americans DIE/yr from #cancer. We spend 738 BIL/yr 4 Defense Dept &amp; ONLY 6.4 BIL 4 #cancerresearch.That's no way to win a war!We must fund the research needed 2 save lives.
@joebiden @BernieSanders @PeteButtigieg @ewarren https://t.co/5TpCxCFBkG"
1225929084280000512,2020-02-07 23:47:25,23166597,16,3750,"Eugene, OR",DemDebate,"Let’s kick #PetesBillionaires in the balls! How? #InvestInYang

#YangWillWin #DemDebate https://t.co/efPfEGWvyU"
1225928973202468865,2020-02-07 23:46:58,802584787,12,7585,,DemDebate,How's our #BernieMoneyBomb 💥 going for the #DemDebate? I tossed in a few more bucks. Valentine gift to myself!💕 #NotMeUs
1225928718671138817,2020-02-07 23:45:57,1221820608,5,1799,,DemDebate,"The ABC Democratic Debate airs live tonight at 8 pm EST. We hope you'll join us in person and online at #HilltopDebate

#AnselmianPolitics #FITN #DemDebate https://t.co/QcJ44TQfxA"
1225928630947082240,2020-02-07 23:45:36,4263127152,29,4716,,DemDebate,"Alright, here's a drinking game to get you all through tonight's Democratic Debate.

---

The Rules: Drink. A lot.

That's it. That's the whole game.

Every time anything happens, you drink.

Best of luck to everybody prepared to suffer through this thing.

#DemDebate
#BigDrink"
1225928510583250949,2020-02-07 23:45:08,14377605,35,1718892,,DemDebate,"If you want *exclusive* content from tonight’s #DemDebate, make sure to follow @TheDemocrats on Snapchat! 

You don’t want to miss out on the latest behind-the-scenes footage of what’s happening on the ground in New Hampshire. https://t.co/j04njLizux"
1225928312729419776,2020-02-07 23:44:21,17250722,7,11029,,DemDebate,Hard to believe after everything else that happened in US politics this week... there is a Democratic presidential debate kicking off in an hour ahead of #NewHampshire primary. Should be a cracker after the Iowa fuck up. #DemDebate
1225928218701631488,2020-02-07 23:43:58,842566801582178306,55,311,"Claremont, NH",DemDebate,Who’s ready to watch @ewarren crush this debate tonight? 🙋🏻‍♂️ #DemDebate
1225928200435273729,2020-02-07 23:43:54,1161676097399824384,21,3647,,DemDebate,Watch America Yang itself tonight. #InvestInYang #DemDebate https://t.co/CXnDsdtzc2
1225928177555529730,2020-02-07 23:43:48,1047610189015396353,7,7,,DemDebate,"#DemDebate

Trump attacking the Vindman twins.
Next he will start attacking the American people and the Republican puppet Senators gave him the power to do it. Welcome to the Trump Dictatorship."
1225927546862276609,2020-02-07 23:41:18,1013839524236054528,15,15805,,DemDebate,"Wait; is #minimike that billionaire enemy gonna be on the stage tonight?

#DemDebate"
1225927546610573313,2020-02-07 23:41:18,779162982743961602,14,322,,DemDebate,The New Hampshire #DemDebate is just over an hour away but you won't be seeing @TulsiGabbard or @MichaelBennet on the stage. Watch to see what they have to say about not qualifying ⬇️ #NewhouseinNH https://t.co/f1eX4Zkqmn
1225927373436133377,2020-02-07 23:40:37,1115466456035205123,7,1429,"Wilmette, IL",DemDebate,"Tonight!! If you are still deciding if #PeteButtigieg is the candidate for you, tonight is the last night before NH to see why #TeamPete may be the team for you! #DemDebate https://t.co/xg4spj91YB"
1225927274148618240,2020-02-07 23:40:13,16438132,5,1956,,DemDebate,"I've slacked off on this for this cycle. Here are 50 bingo cards for tonight's #DemocraticDebate #DemDebate

https://t.co/naZmGvXX5x https://t.co/Yz6bubCc0U"
1225927245056921610,2020-02-07 23:40:06,1179257453596352512,6,697,,DemDebate,Are you ready to watch the #DemDebate? Here ya go: https://t.co/rt9oNYzl5Y.  🇺🇲  #TeamWarren https://t.co/BYh6FmPHPk
1225927100877692929,2020-02-07 23:39:32,26697854,7,40608,,DemDebate,The crowd is mingling and getting their books signed by @EJDionne before the book talk and #DemDebate screening! https://t.co/P9eYzzpBjd
1225927000717529088,2020-02-07 23:39:08,945012234215755776,17,13498,,DemDebate,"Huh. Funny to look back and see that I saw the DNC writing on the wall. 

#PetesBillionaires can’t buy us. 
#DemDebate https://t.co/161ufjuu1T"
1225926921994821633,2020-02-07 23:38:49,1196527228730785792,10,1123,,DemDebate,"Podium order for the #DemDebate tonight in New Hampshire. @PeteButtigieg may not be at the center of the stage but I have a feeling he'll be at the center of the action. (BRB, going to re-read the #ROTR.) #PeteForAmerica #PeteForPresident #TeamPete #FITN https://t.co/kJUUWIaMhl"
1225926914965045248,2020-02-07 23:38:47,3227840078,22,544,,DemDebate,My mom said she’d never vote for a democratic candidate &amp; was prepared to vote for Trump again. But I got her to listen to @AndrewYang  &amp; he is now the only other candidate that she’d vote for besides trump. We need someone to UNITE US. Yang is that person. #YangGang #DemDebate
1225926785386172417,2020-02-07 23:38:16,1161676097399824384,8,3647,,DemDebate,Watch the #DemDebate live here! #InvestInYang https://t.co/Y5rfEqwe7O
1225926693723885569,2020-02-07 23:37:55,4052840597,141,5821,,DemDebate,Stage line-up for #DemDebate. Someone is easily within spin hook range. Just saying. 🤷🏻‍♀️ https://t.co/aArpLMipS1
1225926632684183552,2020-02-07 23:37:40,2535367145,6,7459,,DemDebate,"Well-respected education historian &amp; policy analyst @DianeRavitch offers insight from conversations w #PeteButtigieg's policy advisors.

It's clear he would continue the covert sabotage of #PublicEducation pushed under Bush &amp; Obama.

#DemDebate
#RedForEd

https://t.co/LzfnWedA82"
1225926259953168384,2020-02-07 23:36:11,1161676097399824384,11,3647,,DemDebate,30 mins till game time #InvestInYang #DemDebate
1225926165992529921,2020-02-07 23:35:49,1068187760853422080,40,16034,,DemDebate,"Thoughts? 
#DemDebate https://t.co/DIrhSFos7G"
1225926002343317509,2020-02-07 23:35:10,22749876,33,1719,"Manchester, NH",DemDebate,"Bernie is challenged by a candidate who is perceived to run in Clinton’s ideological lane; however with much higher favoribilities, and w/o the baggage. 

Sanders attacking Pete (effective against Clinton) tonight guarantees he’ll elevate Pete further.  

#DemDebate"
1225925973138427905,2020-02-07 23:35:03,1183394282511765508,10,835,,DemDebate,I am!!  You?  #DemDebate https://t.co/NaY3jKFI2I
1225925931316936704,2020-02-07 23:34:53,37965812,55,25864,,DemDebate,A good chunk of NH residents hoping to watch the #DemDebate tonight will be out of luck. https://t.co/0qPekp1ehW
1225925496954925057,2020-02-07 23:33:09,2590097486,8,22628,,DemDebate,Be sure to tune into this pre-#DemDebate Twitter Chat with us and @VotingforKids and @EveryNH! #WeCareDebate https://t.co/DgsbaKDpf8
1225925469524156416,2020-02-07 23:33:03,17050431,68,31947,,DemDebate,"For all of you who say that #NewHampshire is a white state &amp; Latinos &amp; Latinas aren't making difference politically, just not true. Had a very relevant @InTheThickShow conversation with some GREAT Latino and Latina leaders of Granite State. Part of convo drops Monday! #DemDebate https://t.co/1uD20JF6mj"
1225925420857475072,2020-02-07 23:32:51,1196527228730785792,8,1123,,DemDebate,"#TeamPete, how are you getting ready for #DemDebate tonight? I'm enjoying Eastern NC barbecue while I ice the hell out of my back. #FITN #PeteForPresident"
1225925322178269185,2020-02-07 23:32:28,793100078,23,199,,DemDebate,"@theinquisitr @Svse4Y Dems: I want good &amp; viable policies; someone not funded by big $$; I want a candidate who never dodges questions; Who can beat Trump. Who can unify us more than divide. 

Andrew Yang: enters the race.

Dems: I’ll go with Warren/Biden/Sanders/Buttigieg... 🤷‍♀️ #DemDebate #Yang2020"
1225925295393214464,2020-02-07 23:32:21,5972532,61,12542,,DemDebate,The countdown is on! Tonight's #DemDebate starts at 8 p.m. in the Sullivan Arena 📺🎤. Get excited for all the political action with this video 🎥#AnselmianPolitics #HilltopDebate #fitn https://t.co/tVU7rgBUoH
1225925259108474883,2020-02-07 23:32:13,1276140426,62,13292,,DemDebate,"I wonder if tonight's #DemDebate participants will discuss how @realDonaldTrump was right to call them ""government schools""?🤔

1. They are government-run
2. Do not accept all members of the public
3. Government compels us to attend and fund them
#Cato2020
https://t.co/ek34np56gF"
1225925255153188864,2020-02-07 23:32:12,2192887524,9,3037,,DemDebate,"@JulieSmithM I'm waiting for .@BernieSanders to say #PlatitudePete on stage at the #DemDebate tonight. 🤞🤓🤞
#Bernie2020"
1225925179039043585,2020-02-07 23:31:53,16397938,36,13987,,DemDebate,What's your #DemDebate food?
1225924758837002240,2020-02-07 23:30:13,1180247201441865728,86,23712,,DemDebate,Can you guess what the hot topic of tonight's #DemDebate will be? Let me know what you think in the replies below ⬇️ https://t.co/uDiYK4ejee
1225924702931169280,2020-02-07 23:30:00,3314289248,8,84047,,DemDebate,"Bernie Sanders on the offensive as presidential contenders head into new debate.

#democraticdebate #DemDebate
https://t.co/r2kHPtCJT4"
1225924432977256449,2020-02-07 23:28:56,19865528,12,43919,,DemDebate,"Sanders Calls Out Buttigieg for Raking in Billionaire Donations

#Bernie2020 #MedicareForAll #IApolitics
#PetesBillionaires #MayorCheat #Buttigieg2020
#DemDebate #p2 #1u UNION #PDA #YangGang #Yang2020
#NHpolitics #FITN #SCpolitics #NVpolitics
https://t.co/qgks3n29Wq"
1225924395618664448,2020-02-07 23:28:47,1586031511,195,4577,,DemDebate,"Warren Democrats welcoming folks to tonight’s debate in NH. Lights included. Also, this prime viz spot? Yeah. That’s how @TeamWarren rolls — usually the first to arrive everywhere. Debate starts in 90 minutes. #WinWithWarren #DemDebate https://t.co/PsLKaTnGkS"
1225924366862438402,2020-02-07 23:28:40,2918212191,11,10040,,DemDebate,"Watch the Democratic Debate Live, starting at 7pm ET. 

#DemDebate #DemDebates #NewHampshire 

Here's the link:

https://t.co/zQ49MjPmtc"
1225924263238082562,2020-02-07 23:28:15,57391774,30,13413,,DemDebate,"Yes, there’s another #DemDebate tonight.

@daveweigel on what to watch for:
https://t.co/zBmWBK1jbR"
1225924244984532993,2020-02-07 23:28:11,4717817959,11,1076,,DemDebate,@Newsweek Pete is the Marco Rubio of 2020. #RobotPete #PetesBillionaires #MayorCheat #DemDebate https://t.co/JI1dlpXb9Y
1225924127455768577,2020-02-07 23:27:43,312958606,6,283,,DemDebate,#DemDebate tonight. Can't WAIT to see everyone's pissed off takeaway tomorrow.
1225924026989592576,2020-02-07 23:27:19,1061584949206286337,7,6425,"Cleveland, OH",DemDebate,I dint even know it was a #DemDebate tonight 😫😫😫
1225924013203116032,2020-02-07 23:27:15,709540192051445760,8,703,,DemDebate,I bought a t shirt too! #Bernie2020 #FeelTheBern #NotMeUs #DemDebate #PresidentBernieSanders #PresidentSanders https://t.co/v5ZKwrXfLq
1225923788832956416,2020-02-07 23:26:22,411194625,8,19719,,DemDebate,"Fascinating considering Bloomberg’s team refused to answer my questions or share any proposed policies and he has a history as mayor of trampling the reproductive rights of pregnant and parenting teens. This is why we #AskAboutAbortion #DemDebate
https://t.co/d6A0Zzh6G7 https://t.co/7tjRZvqHIW"
1225923708390400001,2020-02-07 23:26:03,24592997,19,3087,,DemDebate,Not one question about gun violence in the last debate. Really hoping for better tonight. 100 people die every single day. We can’t keep ignoring it on the debate stage. #DemDebate
1225923700710682626,2020-02-07 23:26:01,43053413,11,473,"Goffstown, NH",DemDebate,So excited to be at the democratic Debate at St Anselms!!! Let’s do this @ewarren !! #LFG #TeamWarren #nhforwarren #fitn #nhpolitics #ElizabethWarren #kidatchristmas #DemDebate https://t.co/qLHW2mZ8ix
1225923646029365249,2020-02-07 23:25:48,294145954,9,77247,,DemDebate,Here's a quick preview of tonight's #DemDebate Twitter now that @RealJamesWoods is back: https://t.co/ofqYinJivO
1225923598138867713,2020-02-07 23:25:37,624389320,7,1952,,DemDebate,"It's that time again already--#DemDebate time!  Starting at 8:00pm/20:00 EST tonight, it's an ABC, WMUR-TV, and Apple News debate, moderated by Linsey Davis, David Muir, George Stephanopoulos, Adam Sexton, and Monica Hernandez.  Quoted here is my coverage from January's debate! https://t.co/5P0PogNhKQ"
1225923473471655937,2020-02-07 23:25:07,1215048504114057223,15,1102,,DemDebate,Trump and Mark Burnett are doing everything to try and upstage tonight’s #DemDebate- Don’t fall for it- Vindman and his twin brother will be rehired after we take back the W/H. #VoteBlueToSaveAmerica
1225923443108933632,2020-02-07 23:25:00,19865528,9,43919,,DemDebate,"Andrew Yang—That 2020 Hopeful With the 'Math' Pin—
on the #IAcaucus

'Looks Like Bernie Won'

#Bernie2020 #MedicareForAll #IApolitics
#PetesBillionaires #MayorCheat
#DemDebate #p2 #1u UNION #PDA #YangGang #Yang2020
#NHpolitics #FITN #SCpolitics #NVpolitics
https://t.co/NqLecDJdoY"
1225923408103452672,2020-02-07 23:24:51,1493053800,12,12874,Saint Anselm College,DemDebate,Previewing tonight’s #DemDebate on @BloombergRadio in the spin room with @kevcirilli @scottferson #nhpolitics https://t.co/7cXehUW2P3
1225923241086050304,2020-02-07 23:24:11,127941629,468,196088,,DemDebate,Bonus #DemDebate #BenGarrisonCartoon #PeteTheCheat #PetesBillionaires  read the post at https://t.co/OPEs36OPEs https://t.co/cJlRHP6qFY
1225923222975070208,2020-02-07 23:24:07,1120923422098219009,10,2225,,DemDebate,"DTLA #YangGang don’t miss the Roaring 2020s #DemDebate watch party this evening!
Stay for the afterparty for dancing &amp; fundraising giveaways! 💃💰🕺
https://t.co/MNkdxOmgFE https://t.co/nHLtBcJ5dC"
1225923141681242112,2020-02-07 23:23:48,1172745647805489154,13,32,,DemDebate,I don’t know who needs to hear this but “electability” is a construct that takes advantage of gender stereotypes to reinforce deeply entrenched patriarchal power structures. #WinWithWarren #DemDebate
1225922932792160262,2020-02-07 23:22:58,14957147,102,401579,,DemDebate,"Join @TheYoungTurks tonight for our New Hampshire #DemDebate coverage starting at 11pm ET/8pm PT on https://t.co/GNkCswHpxt

Members get extended coverage! Sign up at https://t.co/F03mSysgDT

#tytlive https://t.co/sMRaRSpR8b"
1225922722368282624,2020-02-07 23:22:08,18922882,87,27922,,DemDebate,"There's supposed to be a #DemDebate in New Hampshire starting at 7 PM...

Traditionally, a set of coin tosses decide speaking order...

But since Bernie lost all the coin tosses, he'll only be allowed to speak from the children's table, located behind Bloomberg's towering podium."
1225922508131487744,2020-02-07 23:21:17,24218668,23,6717,,DemDebate,"Someone please tell this to candidates at the #DemDebate tonight. Oh, and while you are at it, there  are a few disingenuous surrogates that need to hear it too. https://t.co/BOQzjo1eFW"
1225922254275534855,2020-02-07 23:20:16,2746942355,68,874,"South Bend, IN",DemDebate,"Every #DemDebate, @PeteButtigieg has at least one moment that is so powerful that it cuts through the back-and-forths, draws me to stop what I’m doing, and just listen. Join me and watch him tonight at 8pm ET to see what that moment will be tonight! #TeamPete https://t.co/zw2CHwL3Jv"
1225921839807057920,2020-02-07 23:18:37,1215821243548676097,8,275,,DemDebate,"Tonight, @PeteButtigieg will take the stage for the last #DemDebate before the New Hampshire Primary. Tune in tonight at 7 pm CT on ABC!  Chip in a few bucks to wish him well! https://t.co/SZOqoxB4Vg. #MOforPete #TeamPete #FITN https://t.co/MT1mug39Mc"
1225921824334151685,2020-02-07 23:18:34,1172974942729768960,9,629,,DemDebate,"There is a good chance that there are going to be some attacks on @PeteButtigieg tonight, and some of their supporters might follow suit. 
I know #TeamPete is going to follow the Rules of the Road, and be ready to welcome every person who is ready to join us.
#DemDebate"
1225921777752252418,2020-02-07 23:18:22,14717197,8,279586,,DemDebate,"Three hours of debate is a lot, but TPM is here to make it a bit more enjoyable. Head to the wine cave, tag @TPM and share with us how your watching tonight’s #demdebate https://t.co/Ng53f7iYRT"
1225921488655724544,2020-02-07 23:17:14,1042866202811326465,27,5177,,DemDebate,Hey @RealJamesWoods will you please notify us prior to your first tweet about the #DemDebate.  I’d like to get a fresh bag of popcorn before the show starts.  Thank you sir!  🍿 😎
1225921442589630464,2020-02-07 23:17:03,8719302,9,73550,,DemDebate,Will tonight’s #DemDebate moderators center #climatejustice and #ClimateChange? That’s what activists in the streets of New Hampshire are demanding #OurFutureOurDebate. Via @jaisalnoor https://t.co/dto3VYUF6r
1225921347961999360,2020-02-07 23:16:40,1156727740206395393,27,249,,DemDebate,So Excited to be at StAnslem’s college for the last #Demdebate before the #FITN primary next Tuesday. Can’t wait to see @ewarren inspire the crowd. #warren2020 https://t.co/5wHTgij7nF
1225921218466828289,2020-02-07 23:16:09,1124437056933883904,14,1437,,DemDebate,That's 5PM Pacific for my fellow west coast peeps! #DemDebate https://t.co/OV3jYnFiWc
1225921062602334208,2020-02-07 23:15:32,1080286443883229184,10,3015,,DemDebate,"""Sen. Sanders will you apologize here, to Sen. Warren and Mayor Buttigieg for these attacks by your supporters? Please repond.""

#DemDebate"
1225921014309281797,2020-02-07 23:15:20,22879916,7,1808,"South Dakota, USA",DemDebate,"If you haven’t had a chance to hear from @PeteButtigieg yet. Tonight is an excellent opportunity. 

8PM ET New Hampshire debate!

#DemDebate #FITN #TeamPete https://t.co/roN2X8oCdd"
1225920963713413121,2020-02-07 23:15:08,182627613,5,3138,,DemDebate,ABC News feeding us well. Good thing because as a reminder it’s a 3-hour debate!!🍪🧁☕️ #DemDebate #NHprimary https://t.co/rNj4684MAm
1225920827461439488,2020-02-07 23:14:36,1120819174476062722,186,2976,,DemDebate,"#TeamPete With our candidate in the limelight, we need to be strong. We win by following the Rules of the Road, boosting up Pete &amp; the incredible work he's doing. Make sure everyone knows they belong with us. @PeteButtigieg #DemDebate #FITN #PeteForAmerica"
1225920777058316288,2020-02-07 23:14:24,166534146,60,14896,,DemDebate,"Love to see in the news...

Despite their best efforts,

#PetesBillionaires &amp; the Dem Establishment are doing A REALLY BAD JOB STOPPING BERNIE. 

😂

#DemDebate
#Bernie2020 https://t.co/mKxraT3Dsv"
1225920740073103362,2020-02-07 23:14:15,63150856,306,43744,,DemDebate,Not a one of these #DemDebate candidates can beat President @realDonaldTrump https://t.co/ZAmRM4RAZJ
